"","pgID","interpChr","interpOrd","og","repGene","genome","chr","start","end","hap1","salicifolius","hap2"
"551",8104,"X",5881,18085,"NChap1_final_00005881","hap1","X",228999946,229001104,"NChap1_final_00005881","R_salicifolius_00018372",""
"552",8143,"X",5910,18086,"NChap1_final_00005910","hap1","X",230014865,230018000,"NChap1_final_00005910","R_salicifolius_00018385",""
"553",8175,"X",5932,18134,"NChap1_final_00005932","hap1","X",231082637,231084477,"NChap1_final_00005932","R_salicifolius_00018402",""
"554",8178,"X",5934,18133,"NChap1_final_00005934","hap1","X",231088730,231091165,"NChap1_final_00005934","R_salicifolius_00018404",""
"555",8185,"X",5940,18088,"NChap1_final_00005940","hap1","X",231272813,231275641,"NChap1_final_00005940","R_salicifolius_00018405",""
"556",8216,"X",5983,18087,"NChap1_final_00005983","hap1","X",233663131,233664699,"NChap1_final_00005983","R_salicifolius_00019353",""
"557",8219,"X",5985,18099,"NChap1_final_00005985","hap1","X",233850301,233858576,"NChap1_final_00005985","R_salicifolius_00019355",""
"558",8228,"X",5994,18097,"NChap1_final_00005994","hap1","X",234022709,234026789,"NChap1_final_00005994","R_salicifolius_00019238|R_salicifolius_00019357",""
"559",8231,"X",5998,18091,"NChap1_final_00005998","hap1","X",234163149,234167755,"NChap1_final_00005998","R_salicifolius_00019359",""
"560",8241,"X",6006,18092,"NChap1_final_00006006","hap1","X",234468342,234470974,"NChap1_final_00006006","R_salicifolius_00019367",""
"561",8243,"X",6008,18089,"NChap1_final_00006008","hap1","X",234829687,234837999,"NChap1_final_00006008","R_salicifolius_00019368",""
"562",8244,"X",6009,18112,"NChap1_final_00006009","hap1","X",234877995,234891282,"NChap1_final_00006009","R_salicifolius_00019366",""
"563",8245,"X",6010,18090,"NChap1_final_00006010","hap1","X",235532202,235533467,"NChap1_final_00006010","R_salicifolius_00019174",""
"564",8249,"X",6013,18105,"NChap1_final_00006013","hap1","X",235711285,235714803,"NChap1_final_00006013","R_salicifolius_00019177",""
"565",8254,"X",6016,18104,"NChap1_final_00006016","hap1","X",235760064,235762495,"NChap1_final_00006016","R_salicifolius_00019180",""
"566",8257,"X",6018,18106,"NChap1_final_00006018","hap1","X",235774951,235780087,"NChap1_final_00006018","R_salicifolius_00019182",""
"567",8259,"X",6021,18100,"NChap1_final_00006021","hap1","X",235863335,235866463,"NChap1_final_00006021","R_salicifolius_00019183",""
"568",8265,"X",6024,18098,"NChap1_final_00006024","hap1","X",235921540,235926610,"NChap1_final_00006024","R_salicifolius_00019187",""
"569",8268,"X",6027,18103,"NChap1_final_00006027","hap1","X",236171747,236174506,"NChap1_final_00006027","R_salicifolius_00019189",""
"570",8271,"X",6030,18093,"NChap1_final_00006030","hap1","X",236366733,236367569,"NChap1_final_00006030","R_salicifolius_00019190",""
"571",8273,"X",6032,18120,"NChap1_final_00006032","hap1","X",236406689,236408944,"NChap1_final_00006032","R_salicifolius_00019191",""
"572",8278,"X",6034,18121,"NChap1_final_00006034","hap1","X",236444782,236447094,"NChap1_final_00006034","R_salicifolius_00019195",""
"573",8282,"X",6037,18119,"NChap1_final_00006037","hap1","X",236461670,236466338,"NChap1_final_00006037","R_salicifolius_00019197",""
"574",8283,"X",6038,18122,"NChap1_final_00006038","hap1","X",236467168,236468572,"NChap1_final_00006038","R_salicifolius_00019198",""
"575",8285,"X",6040,18123,"NChap1_final_00006040","hap1","X",236484236,236486199,"NChap1_final_00006040","R_salicifolius_00019199",""
"576",8289,"X",6044,18094,"NChap1_final_00006044","hap1","X",236568817,236571471,"NChap1_final_00006044","R_salicifolius_00019200",""
"577",8291,"X",6047,18101,"NChap1_final_00006047","hap1","X",236625511,236629879,"NChap1_final_00006047","R_salicifolius_00019201",""
"578",8293,"X",6050,18102,"NChap1_final_00006050","hap1","X",236653616,236655944,"NChap1_final_00006050","R_salicifolius_00019202",""
"579",8301,"X",6054,18095,"NChap1_final_00006054","hap1","X",236716218,236716818,"NChap1_final_00006054","R_salicifolius_00019210",""
"580",8305,"X",6056,18096,"NChap1_final_00006056","hap1","X",236746847,236750050,"NChap1_final_00006056","R_salicifolius_00019213",""
"581",8380,"X",6080,18115,"NChap1_final_00006080","hap1","X",237859197,237864211,"NChap1_final_00006080","R_salicifolius_00019295",""
"582",8385,"X",6085,18132,"NChap1_final_00006085","hap1","X",238439458,238453711,"NChap1_final_00006085","R_salicifolius_00019298",""
"583",8386,"X",6086,18125,"NChap1_final_00006086","hap1","X",238613236,238618049,"NChap1_final_00006086","R_salicifolius_00019299",""
"584",8388,"X",6087,18126,"NChap1_final_00006087","hap1","X",238650322,238654666,"NChap1_final_00006087","R_salicifolius_00019301",""
"585",8389,"X",6088,18124,"NChap1_final_00006088","hap1","X",238654982,238656316,"NChap1_final_00006088","R_salicifolius_00019302",""
"586",8390,"X",6089,18127,"NChap1_final_00006089","hap1","X",238670306,238675742,"NChap1_final_00006089","R_salicifolius_00019303",""
"587",8396,"X",6096,18111,"NChap1_final_00006096","hap1","X",239070633,239072163,"NChap1_final_00006096","R_salicifolius_00019304",""
"588",8397,"X",6097,18108,"NChap1_final_00006097","hap1","X",239094288,239100685,"NChap1_final_00006097","R_salicifolius_00019305",""
"589",8402,"X",6104,18117,"NChap1_final_00006104","hap1","X",239245906,239248934,"NChap1_final_00006104","R_salicifolius_00019308",""
"590",8415,"X",6118,18118,"NChap1_final_00006118","hap1","X",239853113,239856391,"NChap1_final_00006118","R_salicifolius_00019309",""
"591",8421,"X",6121,18109,"NChap1_final_00006121","hap1","X",239981630,239986151,"NChap1_final_00006121","R_salicifolius_00019314",""
"592",8427,"X",6125,18137,"NChap1_final_00006125","hap1","X",240182103,240187409,"NChap1_final_00006125","R_salicifolius_00019318",""
"593",8430,"X",6128,18114,"NChap1_final_00006128","hap1","X",240568190,240570319,"NChap1_final_00006128","R_salicifolius_00019380",""
"594",8434,"X",6131,18116,"NChap1_final_00006131","hap1","X",240699947,240700940,"NChap1_final_00006131","R_salicifolius_00019378",""
"595",8441,"X",6138,18113,"NChap1_final_00006138","hap1","X",240943023,240944415,"NChap1_final_00006138","R_salicifolius_00019377",""
"596",8445,"X",6143,18129,"NChap1_final_00006143","hap1","X",241170941,241173069,"NChap1_final_00006143","R_salicifolius_00019362",""
"597",8446,"X",6144,18130,"NChap1_final_00006144","hap1","X",241182285,241185049,"NChap1_final_00006144","R_salicifolius_00019361",""
"598",8447,"X",6145,18110,"NChap1_final_00006145","hap1","X",241198694,241200184,"NChap1_final_00006145","R_salicifolius_00019360",""
"599",8452,"X",6151,18128,"NChap1_final_00006151","hap1","X",241935648,241939958,"NChap1_final_00006151","R_salicifolius_00019383",""
"600",8472,"X",6177,18131,"NChap1_final_00006177","hap1","X",244555962,244557244,"NChap1_final_00006177","R_salicifolius_00021609",""
"601",8478,"X",6184,18140,"NChap1_final_00006184","hap1","X",245234505,245237423,"NChap1_final_00006184","R_salicifolius_00021608",""
"602",8480,"X",6186,18144,"NChap1_final_00006186","hap1","X",245369720,245376845,"NChap1_final_00006186","R_salicifolius_00021607",""
"603",8502,"X",6204,18139,"NChap1_final_00006204","hap1","X",247008807,247010881,"NChap1_final_00006204","R_salicifolius_00021598",""
"604",8506,"X",6207,18141,"NChap1_final_00006207","hap1","X",247326462,247328608,"NChap1_final_00006207","R_salicifolius_00021595",""
"605",8515,"X",6217,18138,"NChap1_final_00006217","hap1","X",247859908,247861046,"NChap1_final_00006217","R_salicifolius_00021592",""
"606",8534,"X",6238,18142,"NChap1_final_00006238","hap1","X",249424549,249427626,"NChap1_final_00006238","R_salicifolius_00021585",""
"607",8549,"X",6254,18143,"NChap1_final_00006254","hap1","X",250222943,250228797,"NChap1_final_00006254","R_salicifolius_00019376",""
"608",8553,"X",6259,18145,"NChap1_final_00006259","hap1","X",251063514,251064861,"NChap1_final_00006259","R_salicifolius_00019374",""
"609",8554,"X",6260,18146,"NChap1_final_00006260","hap1","X",251064875,251066035,"NChap1_final_00006260","R_salicifolius_00019373",""
"610",8560,"X",6265,18147,"NChap1_final_00006265","hap1","X",251242690,251246160,"NChap1_final_00006265","R_salicifolius_00019370",""
"611",8653,"X",6329,18155,"NChap1_final_00006329","hap1","X",254501152,254505184,"NChap1_final_00006329","R_salicifolius_00019824",""
"612",8687,"X",6355,18149,"NChap1_final_00006355","hap1","X",256412782,256415524,"NChap1_final_00006355","R_salicifolius_00021640",""
"613",8691,"X",6357,18166,"NChap1_final_00006357","hap1","X",256525023,256529046,"NChap1_final_00006357","R_salicifolius_00021638",""
"614",8693,"X",6359,18165,"NChap1_final_00006359","hap1","X",256570577,256572787,"NChap1_final_00006359","R_salicifolius_00021637",""
"615",8740,"X",6393,18150,"NChap1_final_00006393","hap1","X",258134158,258135375,"NChap1_final_00006393","R_salicifolius_00021630",""
"616",8746,"X",6401,18159,"NChap1_final_00006401","hap1","X",258900624,258915997,"NChap1_final_00006401","R_salicifolius_00021629",""
"617",8747,"X",6402,18156,"NChap1_final_00006402","hap1","X",259104080,259110254,"NChap1_final_00006402","R_salicifolius_00021628",""
"618",8751,"X",6405,18153,"NChap1_final_00006405","hap1","X",259221755,259223669,"NChap1_final_00006405","R_salicifolius_00021626",""
"619",8752,"X",6406,18154,"NChap1_final_00006406","hap1","X",259223533,259224787,"NChap1_final_00006406","R_salicifolius_00021625",""
"620",8757,"X",6411,18152,"NChap1_final_00006411","hap1","X",259877922,259883414,"NChap1_final_00006411","R_salicifolius_00021624",""
"621",8760,"X",6414,18158,"NChap1_final_00006414","hap1","X",260090915,260095585,"NChap1_final_00006414","R_salicifolius_00021622",""
"622",8764,"X",6418,18163,"NChap1_final_00006418","hap1","X",260480890,260483382,"NChap1_final_00006418","R_salicifolius_00021619",""
"623",8766,"X",6420,18151,"NChap1_final_00006420","hap1","X",260575631,260578032,"NChap1_final_00006420","R_salicifolius_00021618",""
"624",8768,"X",6422,18157,"NChap1_final_00006422","hap1","X",260698579,260705018,"NChap1_final_00006422","R_salicifolius_00021617",""
"625",8770,"X",6424,18168,"NChap1_final_00006424","hap1","X",261079803,261086941,"NChap1_final_00006424","R_salicifolius_00021616",""
"626",8772,"X",6427,18160,"NChap1_final_00006427","hap1","X",261307054,261309530,"NChap1_final_00006427","R_salicifolius_00021615",""
"627",8775,"X",6428,18161,"NChap1_final_00006428","hap1","X",261336817,261339328,"NChap1_final_00006428","R_salicifolius_00021612",""
"628",8821,"X",6466,18170,"NChap1_final_00006466","hap1","X",267049853,267051211,"NChap1_final_00006466","R_salicifolius_00015724",""
"629",8830,"X",6471,18167,"NChap1_final_00006471","hap1","X",267218071,267221113,"NChap1_final_00006471","R_salicifolius_00015732",""
"630",8929,"X",6542,18171,"NChap1_final_00006542","hap1","X",270533827,270537933,"NChap1_final_00006542","R_salicifolius_00015484",""
"631",8946,"X",6554,18169,"NChap1_final_00006554","hap1","X",271073298,271074236,"NChap1_final_00006554","R_salicifolius_00015549",""
"632",9021,"X",6613,18172,"NChap1_final_00006613","hap1","X",277681092,277682527,"NChap1_final_00006613","R_salicifolius_00015552",""
"633",9262,"X",6767,18173,"NChap1_final_00006767","hap1","X",287846009,287849562,"NChap1_final_00006767","R_salicifolius_00021238",""
"634",9335,"X",6825,18174,"NChap1_final_00006825","hap1","X",293244452,293250060,"NChap1_final_00006825","R_salicifolius_00021209",""
"635",9466,"X",6920,18176,"NChap1_final_00006920","hap1","X",299290210,299292095,"NChap1_final_00006920","R_salicifolius_00021162",""
"636",9467,"X",6921,18177,"NChap1_final_00006921","hap1","X",299292791,299295203,"NChap1_final_00006921","R_salicifolius_00021161",""
"637",9575,"X",6994,18178,"NChap1_final_00006994","hap1","X",307129518,307132338,"NChap1_final_00006994","R_salicifolius_00009442",""
"638",10254,"X",7496,18180,"NChap1_final_00007496","hap1","X",348277807,348280334,"NChap1_final_00007496","R_salicifolius_00017532",""
"639",10322,"X",7541,18181,"NChap1_final_00007541","hap1","X",351511768,351512899,"NChap1_final_00007541","R_salicifolius_00017506",""
"640",10359,"X",7566,18185,"NChap1_final_00007566","hap1","X",353520476,353522931,"NChap1_final_00007566","R_salicifolius_00017579",""
"641",10390,"X",7590,18183,"NChap1_final_00007590","hap1","X",355459007,355459784,"NChap1_final_00007590","R_salicifolius_00017591",""
"642",10417,"X",7611,18186,"NChap1_final_00007611","hap1","X",356339767,356345319,"NChap1_final_00007611","R_salicifolius_00017597",""
"643",10422,"X",7614,18184,"NChap1_final_00007614","hap1","X",356452289,356454108,"NChap1_final_00007614","R_salicifolius_00017593",""
"644",10560,"X",7723,18187,"NChap1_final_00007723","hap1","X",366549550,366554194,"NChap1_final_00007723","R_salicifolius_00008914",""
"645",10606,"X",7753,18188,"NChap1_final_00007753","hap1","X",369313761,369321763,"NChap1_final_00007753","R_salicifolius_00021914",""
"646",10676,"X",7807,18190,"NChap1_final_00007807","hap1","X",373079862,373081255,"NChap1_final_00007807","R_salicifolius_00021930",""
"647",10685,"X",7813,18189,"NChap1_final_00007813","hap1","X",373554385,373555789,"NChap1_final_00007813","R_salicifolius_00021936",""
"648",10958,"X",8033,18191,"NChap1_final_00008033","hap1","X",384811679,384812799,"NChap1_final_00008033","R_salicifolius_00009695",""
"649",10993,"X",8062,18193,"NChap1_final_00008062","hap1","X",386550705,386562040,"NChap1_final_00008062","R_salicifolius_00009713",""
"650",11025,"X",8081,18192,"NChap1_final_00008081","hap1","X",387491714,387494081,"NChap1_final_00008081","R_salicifolius_00009736",""
"651",11190,"X",8215,18195,"NChap1_final_00008215","hap1","X",392864442,392868043,"NChap1_final_00008215","R_salicifolius_00009851",""
"652",11350,"X",8322,18200,"NChap1_final_00008322","hap1","X",397768927,397770853,"NChap1_final_00008322","R_salicifolius_00006082",""
"653",11389,"X",8351,18198,"NChap1_final_00008351","hap1","X",398492480,398497342,"NChap1_final_00008351","R_salicifolius_00006039",""
"654",11469,"X",8414,18202,"NChap1_final_00008414","hap1","X",401134485,401135310,"NChap1_final_00008414","R_salicifolius_00006199",""
"655",11562,"X",8483,18206,"NChap1_final_00008483","hap1","X",403504110,403505987,"NChap1_final_00008483|NChap1_final_00008650","R_salicifolius_00006222",""
"656",11621,"X",8530,18201,"NChap1_final_00008530","hap1","X",404789952,404791843,"NChap1_final_00008530","R_salicifolius_00006135",""
"657",11705,"X",8595,18203,"NChap1_final_00008595","hap1","X",406641591,406644632,"NChap1_final_00008595","R_salicifolius_00006107",""
"658",11893,"X",8743,18204,"NChap1_final_00008743","hap1","X",412354723,412357217,"NChap1_final_00008743","R_salicifolius_00006262",""
"659",12031,"X",8849,18208,"NChap1_final_00008849","hap1","X",417226185,417229828,"NChap1_final_00008849","R_salicifolius_00006556",""
"660",12048,"X",8861,18207,"NChap1_final_00008861","hap1","X",417789693,417791242,"NChap1_final_00008861","R_salicifolius_00006543",""
"661",12283,"X",9005,18209,"NChap1_final_00009005","hap1","X",424649925,424651571,"NChap1_final_00009005","R_salicifolius_00006436",""
"662",12334,"X",9053,18210,"NChap1_final_00009053","hap1","X",427852382,427853887,"NChap1_final_00009053","R_salicifolius_00006764",""
"663",12643,"X",9239,18213,"NChap1_final_00009239","hap1","X",435292076,435298872,"NChap1_final_00009239","R_salicifolius_00006332",""
"664",12771,"X",9307,18215,"NChap1_final_00009307","hap1","X",438157395,438160111,"NChap1_final_00009307","R_salicifolius_00006387",""
"665",12802,"X",9327,18214,"NChap1_final_00009327","hap1","X",438735586,438737253,"NChap1_final_00009327","R_salicifolius_00006877",""
"666",12884,"X",9386,18216,"NChap1_final_00009386","hap1","X",441168735,441170142,"NChap1_final_00009386","R_salicifolius_00006922",""
"667",12901,"X",9403,18230,"NChap1_final_00009403","hap1","X",441676641,441681676,"NChap1_final_00009403","R_salicifolius_00006932",""
"668",12903,"X",9404,18231,"NChap1_final_00009404","hap1","X",441682313,441685878,"NChap1_final_00009404","R_salicifolius_00006931",""
"669",12936,"X",9427,18218,"NChap1_final_00009427","hap1","X",442653540,442655561,"NChap1_final_00009427","R_salicifolius_00007135",""
"670",13062,"X",9517,18220,"NChap1_final_00009517","hap1","X",444682921,444685408,"NChap1_final_00009517","R_salicifolius_00007097",""
"671",13103,"X",9543,18228,"NChap1_final_00009543","hap1","X",445452257,445461899,"NChap1_final_00009543","R_salicifolius_00008147",""
"672",13106,"X",9544,18219,"NChap1_final_00009544","hap1","X",445489738,445497088,"NChap1_final_00009544","R_salicifolius_00008149",""
"673",13169,"X",9589,18225,"NChap1_final_00009589","hap1","X",446683396,446685777,"NChap1_final_00009589","R_salicifolius_00008258",""
"674",13208,"X",9629,18222,"NChap1_final_00009629","hap1","X",447924257,447926263,"NChap1_final_00009629","R_salicifolius_00008287",""
"675",13212,"X",9631,18223,"NChap1_final_00009631","hap1","X",448045444,448046081,"NChap1_final_00009631","R_salicifolius_00008288",""
"676",13250,"X",9657,18226,"NChap1_final_00009657","hap1","X",448778929,448780569,"NChap1_final_00009657","R_salicifolius_00008311",""
"677",13252,"X",9658,18227,"NChap1_final_00009658","hap1","X",448780954,448781986,"NChap1_final_00009658","R_salicifolius_00008312",""
"678",13266,"X",9666,18232,"NChap1_final_00009666","hap1","X",448976682,448978272,"NChap1_final_00009666","R_salicifolius_00008324",""
